127.0.0.1 - - [15/Nov/2020:10:45:42 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:48 +0900] "GET /Detamonjo1.4/index.jsp HTTP/1.1" 200 18006
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:48 +0900] "GET /Detamonjo1.4/views/css/home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:48 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:50 +0900] "GET /Detamonjo1.4/controller.do?command=loginform HTTP/1.1" 200 5109
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:57 +0900] "POST /Detamonjo1.4/controller.do HTTP/1.1" 200 18104
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:57 +0900] "GET /Detamonjo1.4/images/member.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:57 +0900] "GET /Detamonjo1.4/images/my.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:45:57 +0900] "GET /Detamonjo1.4/images/write.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:02 +0900] "GET /Detamonjo1.4/controller.do?command=boarddetail&no=95 HTTP/1.1" 200 16786
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:02 +0900] "GET /Detamonjo1.4/views/css/boarddetail.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:13 +0900] "POST /Detamonjo1.4/controller.do? HTTP/1.1" 200 135
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:15 +0900] "GET /Detamonjo1.4/controller.do?command=boarddetail&no=95 HTTP/1.1" 200 16786
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:17 +0900] "GET /Detamonjo1.4/controller.do?command=logout HTTP/1.1" 200 18006
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:18 +0900] "GET /Detamonjo1.4/controller.do?command=loginform HTTP/1.1" 200 5109
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:24 +0900] "POST /Detamonjo1.4/controller.do HTTP/1.1" 200 18104
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:28 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:28 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:28 +0900] "GET /Detamonjo1.4/views/css/contract.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:28 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:28 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:32 +0900] "GET /Detamonjo1.4/controller.do?command=contractinfo&jobboardno=95&companyId=comtest&parttimerId=bin3005&accept=N HTTP/1.1" 200 17325
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:32 +0900] "GET /Detamonjo1.4/views/css/contractinfo.css HTTP/1.1" 200 2726
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:46 +0900] "GET /Detamonjo1.4/controller.do?command=contracting&is_contract=N&board_no=95&parttimerId=bin3005&companyId=comtest HTTP/1.1" 200 8215
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:46 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:46 +0900] "GET /Detamonjo1.4/controller.do?command=contracting&is_contract=N&board_no=95&parttimerId=bin3005&companyId=comtest HTTP/1.1" 200 8215
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:46 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:51 +0900] "GET /Detamonjo1.4/views/mail/sendAlbaMail.jsp?&alba_email=bin3005@naver.com&companyAddr=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EB%85%B8%ED%95%B4%EB%A1%9C85%EA%B8%B8%2015-14&comPhone=010-2451-8612&comCate=%EC%9D%8C%EC%8B%9D%EC%A0%90&startdate=2020-11-30&enddate=2020-11-30&startTime=0001-01-01%2018:00:00.0&endTime=0001-01-01%2022:00:00.0 HTTP/1.1" 200 359
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:46:52 +0900] "GET /Detamonjo1.4/views/mail/sendComMail.jsp?&com_email=bin3005@naver.com&albaName=%EA%B9%80%EC%9E%AC%ED%99%8D&albaPhone=010-5624-1078&startdate=2020-11-30&enddate=2020-11-30&startTime=0001-01-01%2018:00:00.0&endTime=0001-01-01%2022:00:00.0 HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:49:48 +0900] "GET /Detamonjo1.4/controller.do?command=logout HTTP/1.1" 200 18006
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:49:53 +0900] "GET /Detamonjo1.4/controller.do?command=loginform HTTP/1.1" 200 5109
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:49:59 +0900] "POST /Detamonjo1.4/controller.do HTTP/1.1" 200 18104
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:01 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10144
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:01 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:02 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10144
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:02 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:04 +0900] "GET /Detamonjo1.4/controller.do?command=contracted&is_contract=Y&userId=comtest&role=2 HTTP/1.1" 200 14586
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:04 +0900] "GET /Detamonjo1.4/views/css/contracted.css?ver=1 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:04 +0900] "GET /Detamonjo1.4/controller.do?command=contracted&is_contract=Y&userId=comtest&role=2 HTTP/1.1" 200 14586
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:07 +0900] "GET /Detamonjo1.4/controller.do?command=contractinfo&jobboardno=95&companyId=comtest&divide=&parttimerId=bin3005&accept=Y HTTP/1.1" 200 17325
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:10 +0900] "GET /Detamonjo1.4/controller.do?command=cancleContract&board_no=95&parttimerId=bin3005&companyId=comtest HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:11 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10144
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:11 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:11 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10144
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:11 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:12 +0900] "GET /Detamonjo1.4/controller.do?command=logout HTTP/1.1" 200 18006
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:13 +0900] "GET /Detamonjo1.4/controller.do?command=loginform HTTP/1.1" 200 5109
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:18 +0900] "POST /Detamonjo1.4/controller.do HTTP/1.1" 200 18104
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:22 +0900] "GET /Detamonjo1.4/controller.do?command=boarddetail&no=95 HTTP/1.1" 200 16786
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:24 +0900] "POST /Detamonjo1.4/controller.do? HTTP/1.1" 200 135
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:26 +0900] "GET /Detamonjo1.4/controller.do?command=boarddetail&no=95 HTTP/1.1" 200 16786
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:28 +0900] "GET /Detamonjo1.4/controller.do?command=logout HTTP/1.1" 200 18006
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:29 +0900] "GET /Detamonjo1.4/controller.do?command=loginform HTTP/1.1" 200 5109
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:35 +0900] "POST /Detamonjo1.4/controller.do HTTP/1.1" 200 18104
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:44 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:44 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:44 +0900] "GET /Detamonjo1.4/controller.do?command=contract HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:44 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:50:51 +0900] "GET /Detamonjo1.4/controller.do?command=contractinfo&jobboardno=95&companyId=comtest&parttimerId=bin3005&accept=N HTTP/1.1" 200 17325
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:00 +0900] "GET /Detamonjo1.4/controller.do?command=contractinfo&jobboardno=95&companyId=comtest&parttimerId=bin3005&accept=N HTTP/1.1" 200 17155
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:06 +0900] "GET /Detamonjo1.4/controller.do?command=contractinfo&jobboardno=95&companyId=comtest&parttimerId=bin3005&accept=N HTTP/1.1" 200 17155
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:07 +0900] "GET /Detamonjo1.4/controller.do?command=contractinfo&jobboardno=95&companyId=comtest&parttimerId=bin3005&accept=N HTTP/1.1" 200 17155
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:08 +0900] "GET /Detamonjo1.4/controller.do?command=contractinfo&jobboardno=95&companyId=comtest&parttimerId=bin3005&accept=N HTTP/1.1" 200 17155
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:11 +0900] "GET /Detamonjo1.4/controller.do?command=contracting&is_contract=N&board_no=95&parttimerId=bin3005&companyId=comtest HTTP/1.1" 200 8215
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:11 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:11 +0900] "GET /Detamonjo1.4/controller.do?command=contracting&is_contract=N&board_no=95&parttimerId=bin3005&companyId=comtest HTTP/1.1" 200 8215
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:11 +0900] "GET /css/contract.css HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:52:15 +0900] "GET /Detamonjo1.4/views/mail/sendAlbaMail.jsp?&alba_email=bin3005@naver.com&companyAddr=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EB%85%B8%ED%95%B4%EB%A1%9C85%EA%B8%B8%2015-14&comPhone=010-2451-8612&comCate=%EC%9D%8C%EC%8B%9D%EC%A0%90&startdate=2020-11-30&enddate=2020-11-30&startTime=0001-01-01%2018:00:00.0&endTime=0001-01-01%2022:00:00.0 HTTP/1.1" 200 359
